departamento,año,mes,fecha,Analfabetismo,Bajo_logro_educativo,Barreras_acceso_salud,Desempleo_larga_duracion,Inasistencia_escolar,Rezago_escolar,Sin_aseguramiento_salud,Trabajo_informal,IPM_Total,Vida_general,Salud,Seguridad,Trabajo_actividad,Tiempo_libre,Ingreso,Propia_totalmente_pagada,Propia_la_estan_pagando,En_arriendo_o_subarriendo,Con_permiso_sin_pago,Posesion_sin_titulo,Propiedad_colectiva,Deficit_cuantitativo,Deficit_cualitativo,Deficit_habitacional,No_alcanzan_gastos_minimos,Alcanzan_gastos_minimos,Cubren_mas_gastos_minimos,Pobreza_monetaria,No_pobres,Energia,Gas_natural,Acueducto,Alcantarillado,Recoleccion_basura,Telefono_fijo,Ningun_servicio,precipitacion_promedio,temperatura_promedio,ndvi_promedio,IPC_Total,FIES_preocupacion_alimentos,FIES_no_alimentos_saludables,FIES_poca_variedad_alimentos,FIES_saltar_comida,FIES_comio_menos,FIES_sin_alimentos,FIES_hambre_sin_comer,FIES_no_comio_dia_entero,FIES_leve_moderado,FIES_grave,FIES_moderada,FIES_inseguridad_alimentaria
Guainia,2022,febrero,2022-02-01,14.0,67.0,0.2,7.9,8.9,38.0,12.7,91.2,46.5,7.7,7.6,7.3,7.0,7.3,6.9,16.9,0.6,18.2,6.7,6.4,51.2,56.2,30.8,87.0,46.0,49.6,4.4,53.3,46.7,76.5,0.0,24.4,26.5,37.6,0.1,22.1,6.062513579996224,26.4289285190317,0.6487105027341111,134.79,,,,,,,,,29.8,4.4,25.4,moderado
Guaviare,2022,febrero,2022-02-01,10.0,57.7,5.5,9.9,4.5,26.8,13.2,86.5,26.9,7.8,7.4,7.4,6.9,7.1,5.9,36.0,3.0,32.3,21.9,5.1,1.7,47.9,19.2,67.0,58.3,39.9,1.8,55.9,44.1,93.0,15.9,50.9,47.3,60.4,0.3,6.4,4.203642234125338,26.92657974272593,0.634745283616837,134.79,,,,,,,,,30.4,6.2,24.2,moderado
Huila,2022,febrero,2022-02-01,8.8,55.3,2.8,12.3,3.9,27.1,4.0,84.0,13.3,7.9,7.8,7.3,7.0,7.3,6.3,39.8,3.5,32.6,19.2,3.0,1.8,4.3,27.4,31.8,52.6,44.2,3.2,65.7,34.3,99.6,65.8,87.8,67.4,69.2,7.4,0.3,6.843410688372921,19.3740716193094,0.5405877730587427,146.87,,,,,,,,,19.0,2.4,16.6,moderado
Guajira,2022,febrero,2022-02-01,23.2,56.5,0.9,8.4,5.1,38.3,13.8,90.6,42.9,7.6,7.7,7.2,6.3,7.1,5.6,21.6,0.5,24.6,18.1,13.9,21.3,8.7,48.9,57.6,71.1,27.4,1.5,80.8,19.2,68.4,40.7,49.7,41.6,53.4,2.0,31.4,0.3813162851940602,26.70794840429076,0.3895285063651315,138.93,,,,,,,,,59.7,17.5,42.2,severo
Magdalena,2022,febrero,2022-02-01,15.5,48.9,0.5,12.6,3.2,33.4,7.4,87.2,23.0,7.9,7.8,7.3,6.7,7.2,6.5,39.7,0.8,26.1,20.0,11.9,1.5,10.3,51.6,61.9,54.0,43.7,2.3,71.6,28.4,98.7,66.3,85.4,51.5,75.7,3.4,1.0,0.8424587033187905,29.45513396592447,0.5100576646284225,136.08,,,,,,,,,45.3,10.4,34.9,severo
Meta,2022,febrero,2022-02-01,6.5,44.1,2.1,10.7,4.1,27.5,8.3,74.8,11.3,8.1,7.7,7.2,7.3,7.3,6.7,32.2,3.0,46.4,12.4,4.1,1.9,9.2,19.0,28.2,46.8,48.9,4.2,43.2,56.8,98.6,68.7,82.8,77.4,85.6,5.2,1.3,4.595989015418731,28.12874829735657,0.5537467991311857,144.07,,,,,,,,,25.5,4.1,21.4,moderado
Narino,2022,febrero,2022-02-01,10.4,61.6,3.0,11.2,1.9,23.6,4.2,87.9,17.6,7.1,6.7,6.5,6.1,6.6,5.3,39.7,1.4,23.3,24.7,10.5,0.4,20.4,27.6,48.0,63.6,32.7,3.7,71.5,28.5,99.5,7.9,72.6,44.5,54.5,6.0,0.3,10.32508546327356,18.42962600208885,0.5416350907400153,138.08,,,,,,,,,37.1,7.4,29.7,severo
Norte De Santander,2022,febrero,2022-02-01,8.7,47.9,2.1,9.3,4.8,27.8,16.9,86.7,18.5,8.1,7.9,7.5,7.5,7.6,6.8,32.9,2.5,41.4,18.7,3.3,1.1,6.8,27.1,33.9,41.0,54.4,4.6,52.3,47.7,99.3,60.9,86.2,83.5,85.2,9.0,0.5,2.24116572100604,20.45512566466796,0.5206850058037904,149.35,,,,,,,,,25.8,2.9,22.9,moderado
Putumayo,2022,febrero,2022-02-01,8.5,57.4,4.3,11.2,4.5,23.8,10.4,92.3,20.8,7.5,7.2,6.6,6.3,6.6,5.7,31.7,0.9,35.4,23.1,6.4,2.4,41.4,25.3,66.7,43.6,54.0,2.4,71.6,28.4,87.9,13.2,54.4,54.6,63.7,0.5,10.5,9.587617480822493,24.1916937804287,0.6285129678645129,134.79,,,,,,,,,24.4,3.0,21.4,moderado
Quindio,2022,febrero,2022-02-01,6.1,40.1,0.8,17.7,1.9,18.3,8.8,69.3,10.0,8.4,7.9,7.9,7.2,7.7,6.8,32.7,3.6,46.1,12.9,2.3,2.4,3.2,9.3,12.4,35.6,59.3,5.1,37.9,62.1,99.7,81.4,97.8,88.7,95.6,15.2,0.0,10.77426476447638,17.16639139507304,0.5040681809612372,142.14,,,,,,,,,17.3,2.2,15.1,moderado
Risaralda,2022,febrero,2022-02-01,7.1,43.5,2.7,16.1,1.8,19.1,9.3,71.0,10.0,8.4,8.1,8.2,7.7,7.8,7.3,32.1,3.3,48.5,12.9,1.5,1.7,2.9,14.4,17.3,33.5,56.4,10.1,30.5,69.5,99.7,80.3,96.0,85.9,91.1,20.5,0.1,10.46073847557369,17.9586344080901,0.5636940058572605,141.72,,,,,,,,,17.5,2.5,15.0,moderado
Santander,2022,febrero,2022-02-01,7.7,44.3,0.9,12.1,1.9,24.6,6.7,75.5,10.4,8.2,7.9,7.2,7.1,7.6,6.7,32.3,3.4,46.0,11.7,5.2,1.3,5.9,22.6,28.4,43.1,51.0,6.0,49.5,50.5,99.7,73.8,87.8,76.1,80.8,23.9,0.2,3.906443114023247,21.95607355420777,0.6703358065283307,144.61,,,,,,,,,20.5,2.5,18.0,moderado
Sucre,2022,febrero,2022-02-01,19.8,53.9,4.3,11.4,1.9,31.1,3.6,92.6,26.0,8.1,8.0,7.6,7.0,7.4,5.7,42.7,1.3,20.6,24.2,10.3,1.0,8.2,53.1,61.3,72.0,24.3,3.7,78.7,21.3,98.9,53.9,81.8,53.4,62.0,2.3,0.8,1.851051654916344,29.54102595880872,0.4980970246061175,131.32,,,,,,,,,47.9,10.4,37.5,severo
Tolima,2022,febrero,2022-02-01,6.0,49.0,0.8,16.5,2.1,21.6,5.4,79.7,10.5,7.7,7.5,7.6,7.0,7.4,6.3,40.9,3.8,38.8,14.1,2.0,0.4,4.0,24.1,28.1,42.4,52.4,5.2,54.0,46.0,99.5,77.3,88.4,72.2,76.7,12.5,0.2,7.43663934936869,21.29297495593623,0.5005953698128027,144.22,,,,,,,,,27.4,3.3,24.1,moderado
Valle Del Cauca,2022,febrero,2022-02-01,6.2,37.8,1.6,13.7,2.4,22.6,9.3,67.3,9.7,7.9,7.7,7.1,7.0,7.4,6.7,31.4,4.2,47.0,13.6,2.0,1.7,4.5,14.1,18.6,42.7,50.0,7.3,40.6,59.4,99.5,82.0,96.9,89.6,95.2,23.5,0.1,6.823736544075566,18.33102877634116,0.5546776331937692,144.0,,,,,,,,,28.0,4.5,23.5,moderado
Vaupes,2022,febrero,2022-02-01,11.3,58.9,0.3,36.1,6.4,34.7,2.3,86.9,47.1,7.3,7.2,7.0,6.2,6.9,6.0,19.8,0.0,7.6,4.4,1.2,67.0,83.0,8.3,91.3,63.8,34.9,1.3,66.5,33.5,91.4,0.0,29.4,26.0,28.8,0.1,8.6,8.234702433028023,25.39585710052064,0.6969490695582257,134.79,,,,,,,,,36.5,8.7,27.8,severo
Vichada,2022,febrero,2022-02-01,25.0,75.3,0.2,35.8,20.9,39.7,19.0,95.2,75.4,7.5,7.4,7.4,6.8,7.1,6.8,29.1,0.3,16.0,8.5,11.7,34.4,26.6,67.6,94.2,51.1,46.9,2.0,85.8,14.2,45.1,0.0,36.8,2.0,32.8,0.4,51.9,1.73255176996711,29.78811553437113,0.4553037409161307,134.79,,,,,,,,,30.7,9.2,21.5,severo
Amazonas,2022,marzo,2022-03-01,8.7,49.5,2.3,6.4,5.3,41.7,5.3,83.6,27.9,8.5,8.3,7.7,7.9,8.2,7.5,20.1,0.3,20.3,7.6,7.9,43.7,61.3,23.3,84.5,43.9,52.2,3.9,54.6,45.4,83.2,0.0,43.3,42.3,53.3,0.4,13.6,14.53658476442452,25.3011828455692,0.3976125489143344,137.87,,,,,,,,,18.6,3.4,15.2,moderado
Antioquia,2022,marzo,2022-03-01,7.0,39.9,0.4,14.0,1.5,22.9,6.3,66.0,10.7,8.2,7.9,8.0,7.4,7.6,7.1,37.7,3.4,45.3,10.0,1.4,2.2,4.8,19.8,24.7,34.4,54.6,11.0,48.7,51.3,99.9,64.5,93.1,80.9,91.6,24.2,0.0,7.891694082314359,22.02194137572392,0.6360620483915517,141.62,,,,,,,,,20.9,3.3,17.6,moderado
Arauca,2022,marzo,2022-03-01,7.6,60.4,0.2,13.7,3.9,24.3,15.4,93.4,22.6,8.0,7.9,7.4,7.0,7.4,6.8,34.3,0.8,32.2,20.4,11.5,0.8,30.3,22.6,52.9,48.0,49.6,2.4,74.5,25.5,99.5,12.6,73.0,54.9,64.4,1.4,0.4,1.103253751890253,29.04734239118055,0.4248083889642087,137.87,,,,,,,,,39.3,11.0,28.3,severo
Atlantico,2022,marzo,2022-03-01,7.0,28.1,1.5,11.2,1.8,30.2,9.1,75.9,10.2,8.0,8.1,7.1,6.9,7.5,6.6,45.7,2.3,31.4,16.4,3.9,0.3,3.5,28.0,31.5,52.9,40.6,6.5,56.9,43.1,99.9,93.1,97.7,87.0,96.0,26.4,0.1,0.6201448212418169,30.13773911218922,0.4847161462851517,139.19,,,,,,,,,46.1,8.3,37.8,severo
Bogotá,2022,marzo,2022-03-01,1.8,21.7,4.3,12.1,1.3,18.8,13.1,54.2,3.8,7.8,7.7,6.4,6.8,7.1,6.6,31.2,7.5,52.7,6.7,1.0,1.0,1.4,9.8,11.2,28.5,56.8,14.7,32.3,67.7,100.0,93.5,99.6,99.1,99.6,41.1,0.0,5.378690587590244,18.20370042160884,0.5600189672170013,142.05,,,,,,,,,25.4,4.2,21.2,moderado
Bolivar,2022,marzo,2022-03-01,12.4,45.8,0.3,12.1,3.0,28.9,5.5,83.7,19.4,8.3,8.2,7.7,7.6,7.8,7.2,35.6,1.2,25.7,16.3,15.0,6.3,14.3,44.8,59.1,61.7,32.9,5.4,66.9,33.1,98.5,67.2,86.1,50.8,75.7,8.8,1.0,3.596475574481384,27.39868774442612,0.6037576771141806,138.7,,,,,,,,,32.6,5.1,27.5,moderado
Boyaca,2022,marzo,2022-03-01,6.3,48.3,2.0,16.0,2.0,23.0,5.2,77.5,9.6,7.5,7.2,7.3,6.7,6.8,6.0,36.8,4.1,38.4,15.6,2.6,2.5,2.8,21.2,24.0,36.8,59.3,3.9,43.4,56.6,99.4,63.3,89.5,65.6,67.1,2.3,0.3,5.025436005780877,16.73570154272239,0.5793445661956016,142.02,,,,,,,,,20.7,2.1,18.6,moderado
Caldas,2022,marzo,2022-03-01,7.4,45.8,1.5,18.2,1.3,20.7,6.3,68.4,10.5,8.4,8.1,8.3,7.9,7.9,7.3,34.9,6.5,40.7,15.3,1.6,1.0,2.9,18.6,21.4,32.2,56.2,11.6,33.4,66.6,99.8,70.6,92.1,83.6,86.6,20.4,0.1,12.64538047739556,18.47708862998869,0.6768740553106156,142.68,,,,,,,,,14.6,2.5,12.1,leve
Caqueta,2022,marzo,2022-03-01,11.1,58.0,1.7,11.4,4.7,30.6,6.3,89.2,19.6,8.1,7.8,7.5,7.1,7.1,6.5,28.5,1.9,37.2,24.7,7.2,0.4,24.3,22.9,47.2,39.7,57.2,3.1,69.1,30.9,97.4,46.4,80.6,64.1,74.9,2.4,2.2,10.60174010946207,24.59927902060267,0.6770854994932292,150.16,,,,,,,,,27.2,3.2,24.0,moderado
Casanare,2022,marzo,2022-03-01,5.5,45.8,1.1,11.9,3.3,26.8,8.7,80.0,13.3,8.2,7.6,7.1,6.9,6.9,6.3,37.9,2.1,42.1,14.3,3.1,0.7,7.2,24.2,31.4,47.3,48.8,3.9,46.5,53.5,97.2,83.8,82.2,70.8,78.5,1.5,1.7,2.386059025395178,28.80053681257996,0.4577181202391402,137.87,,,,,,,,,28.2,4.3,23.9,moderado
Cauca,2022,marzo,2022-03-01,9.5,59.9,3.1,14.7,2.8,22.5,5.3,88.9,18.3,7.5,7.3,6.8,6.6,6.7,5.9,37.4,1.8,19.9,23.3,9.3,8.4,12.4,37.8,50.2,50.6,46.4,3.0,58.3,41.7,97.3,26.5,74.8,40.5,42.6,4.8,2.3,8.995835565603802,17.74292828560692,0.6331679835701568,152.88,,,,,,,,,22.3,2.8,19.5,moderado
Cesar,2022,marzo,2022-03-01,14.0,45.5,0.4,9.9,4.4,32.9,9.8,84.6,19.1,7.9,7.8,6.7,6.7,7.1,6.3,31.7,1.8,38.0,18.4,5.9,4.1,7.9,38.6,46.5,65.4,31.5,3.1,70.5,29.5,98.2,68.5,87.8,74.1,78.1,9.3,1.6,2.985230933914446,27.75335209977046,0.6166479082393327,141.68,,,,,,,,,41.1,9.4,31.7,severo
Choco,2022,marzo,2022-03-01,21.9,58.9,2.2,19.4,4.0,35.8,3.5,92.1,36.8,7.2,7.2,6.4,6.2,6.7,6.2,61.0,0.6,19.3,16.7,1.4,1.0,43.5,40.8,84.3,68.3,29.4,2.2,83.4,16.6,91.4,0.0,41.1,21.8,50.9,1.7,8.1,11.1804355524147,25.39710028642801,0.5984317854315772,137.87,,,,,,,,,43.2,10.4,32.8,severo
Cundinamarca,2022,marzo,2022-03-01,4.2,38.1,2.3,15.4,2.0,24.1,8.9,67.0,7.3,7.8,7.5,6.9,6.7,6.9,6.3,28.2,9.9,47.4,11.3,1.6,1.6,2.3,16.0,18.3,47.1,48.6,4.3,39.2,60.8,99.7,77.4,96.2,80.0,87.1,11.9,0.1,5.378690587590244,18.20370042160884,0.5600189672170013,142.05,,,,,,,,,23.0,3.7,19.3,moderado
Cordoba,2022,marzo,2022-03-01,18.1,55.6,1.3,16.2,2.0,26.5,3.1,89.8,26.9,7.6,7.7,7.5,6.9,7.2,6.2,40.0,1.0,19.6,19.9,18.7,0.8,21.3,39.3,60.6,66.2,31.5,2.2,83.7,16.3,99.7,49.0,71.0,43.1,55.9,3.6,0.2,3.589122838822622,27.96961281218143,0.5816108223976364,139.8,,,,,,,,,38.9,8.1,30.8,severo
Guainia,2022,marzo,2022-03-01,14.0,67.0,0.2,7.9,8.9,38.0,12.7,91.2,46.5,7.7,7.6,7.3,7.0,7.3,6.9,16.9,0.6,18.2,6.7,6.4,51.2,56.2,30.8,87.0,46.0,49.6,4.4,53.3,46.7,76.5,0.0,24.4,26.5,37.6,0.1,22.1,8.412209638705274,25.63696994919866,0.6029032479064695,137.87,,,,,,,,,29.8,4.4,25.4,moderado
Guaviare,2022,marzo,2022-03-01,10.0,57.7,5.5,9.9,4.5,26.8,13.2,86.5,26.9,7.8,7.4,7.4,6.9,7.1,5.9,36.0,3.0,32.3,21.9,5.1,1.7,47.9,19.2,67.0,58.3,39.9,1.8,55.9,44.1,93.0,15.9,50.9,47.3,60.4,0.3,6.4,5.527413011029,25.25949860933276,0.6746370821091964,137.87,,,,,,,,,30.4,6.2,24.2,moderado
Huila,2022,marzo,2022-03-01,8.8,55.3,2.8,12.3,3.9,27.1,4.0,84.0,13.3,7.9,7.8,7.3,7.0,7.3,6.3,39.8,3.5,32.6,19.2,3.0,1.8,4.3,27.4,31.8,52.6,44.2,3.2,65.7,34.3,99.6,65.8,87.8,67.4,69.2,7.4,0.3,7.256151147983323,19.17207577927325,0.5336227656565461,151.74,,,,,,,,,19.0,2.4,16.6,moderado
Guajira,2022,marzo,2022-03-01,23.2,56.5,0.9,8.4,5.1,38.3,13.8,90.6,42.9,7.6,7.7,7.2,6.3,7.1,5.6,21.6,0.5,24.6,18.1,13.9,21.3,8.7,48.9,57.6,71.1,27.4,1.5,80.8,19.2,68.4,40.7,49.7,41.6,53.4,2.0,31.4,0.4335536429296222,27.20410064688169,0.3745953601294218,143.11,,,,,,,,,59.7,17.5,42.2,severo
Magdalena,2022,marzo,2022-03-01,15.5,48.9,0.5,12.6,3.2,33.4,7.4,87.2,23.0,7.9,7.8,7.3,6.7,7.2,6.5,39.7,0.8,26.1,20.0,11.9,1.5,10.3,51.6,61.9,54.0,43.7,2.3,71.6,28.4,98.7,66.3,85.4,51.5,75.7,3.4,1.0,2.293131913471225,29.22785201378936,0.5973869915272418,140.15,,,,,,,,,45.3,10.4,34.9,severo
Meta,2022,marzo,2022-03-01,6.5,44.1,2.1,10.7,4.1,27.5,8.3,74.8,11.3,8.1,7.7,7.2,7.3,7.3,6.7,32.2,3.0,46.4,12.4,4.1,1.9,9.2,19.0,28.2,46.8,48.9,4.2,43.2,56.8,98.6,68.7,82.8,77.4,85.6,5.2,1.3,5.592886540324556,26.19098609687322,0.5677286282837501,148.57,,,,,,,,,25.5,4.1,21.4,moderado
Narino,2022,marzo,2022-03-01,10.4,61.6,3.0,11.2,1.9,23.6,4.2,87.9,17.6,7.1,6.7,6.5,6.1,6.6,5.3,39.7,1.4,23.3,24.7,10.5,0.4,20.4,27.6,48.0,63.6,32.7,3.7,71.5,28.5,99.5,7.9,72.6,44.5,54.5,6.0,0.3,8.295491722063215,18.88565994747112,0.6924717032298118,140.99,,,,,,,,,37.1,7.4,29.7,severo
Norte De Santander,2022,marzo,2022-03-01,8.7,47.9,2.1,9.3,4.8,27.8,16.9,86.7,18.5,8.1,7.9,7.5,7.5,7.6,6.8,32.9,2.5,41.4,18.7,3.3,1.1,6.8,27.1,33.9,41.0,54.4,4.6,52.3,47.7,99.3,60.9,86.2,83.5,85.2,9.0,0.5,3.783356670972517,20.75052693745178,0.5283556532076397,153.39,,,,,,,,,25.8,2.9,22.9,moderado
Putumayo,2022,marzo,2022-03-01,8.5,57.4,4.3,11.2,4.5,23.8,10.4,92.3,20.8,7.5,7.2,6.6,6.3,6.6,5.7,31.7,0.9,35.4,23.1,6.4,2.4,41.4,25.3,66.7,43.6,54.0,2.4,71.6,28.4,87.9,13.2,54.4,54.6,63.7,0.5,10.5,14.27004594389666,23.66679831275893,0.6821224956752164,137.87,,,,,,,,,24.4,3.0,21.4,moderado
Quindio,2022,marzo,2022-03-01,6.1,40.1,0.8,17.7,1.9,18.3,8.8,69.3,10.0,8.4,7.9,7.9,7.2,7.7,6.8,32.7,3.6,46.1,12.9,2.3,2.4,3.2,9.3,12.4,35.6,59.3,5.1,37.9,62.1,99.7,81.4,97.8,88.7,95.6,15.2,0.0,7.345452476398419,17.05717670110208,0.6179949724032553,146.02,,,,,,,,,17.3,2.2,15.1,moderado
Risaralda,2022,marzo,2022-03-01,7.1,43.5,2.7,16.1,1.8,19.1,9.3,71.0,10.0,8.4,8.1,8.2,7.7,7.8,7.3,32.1,3.3,48.5,12.9,1.5,1.7,2.9,14.4,17.3,33.5,56.4,10.1,30.5,69.5,99.7,80.3,96.0,85.9,91.1,20.5,0.1,9.74761604336424,17.91465577776902,0.6679708680629282,144.85,,,,,,,,,17.5,2.5,15.0,moderado
Santander,2022,marzo,2022-03-01,7.7,44.3,0.9,12.1,1.9,24.6,6.7,75.5,10.4,8.2,7.9,7.2,7.1,7.6,6.7,32.3,3.4,46.0,11.7,5.2,1.3,5.9,22.6,28.4,43.1,51.0,6.0,49.5,50.5,99.7,73.8,87.8,76.1,80.8,23.9,0.2,7.597135878652734,21.80531837204908,0.6773864180752904,148.26,,,,,,,,,20.5,2.5,18.0,moderado
Sucre,2022,marzo,2022-03-01,19.8,53.9,4.3,11.4,1.9,31.1,3.6,92.6,26.0,8.1,8.0,7.6,7.0,7.4,5.7,42.7,1.3,20.6,24.2,10.3,1.0,8.2,53.1,61.3,72.0,24.3,3.7,78.7,21.3,98.9,53.9,81.8,53.4,62.0,2.3,0.8,2.478242472888364,28.67268487399913,0.5376341459641394,134.23,,,,,,,,,47.9,10.4,37.5,severo
Tolima,2022,marzo,2022-03-01,6.0,49.0,0.8,16.5,2.1,21.6,5.4,79.7,10.5,7.7,7.5,7.6,7.0,7.4,6.3,40.9,3.8,38.8,14.1,2.0,0.4,4.0,24.1,28.1,42.4,52.4,5.2,54.0,46.0,99.5,77.3,88.4,72.2,76.7,12.5,0.2,8.44492218604371,20.61732023012923,0.5768087633968634,148.52,,,,,,,,,27.4,3.3,24.1,moderado
Valle Del Cauca,2022,marzo,2022-03-01,6.2,37.8,1.6,13.7,2.4,22.6,9.3,67.3,9.7,7.9,7.7,7.1,7.0,7.4,6.7,31.4,4.2,47.0,13.6,2.0,1.7,4.5,14.1,18.6,42.7,50.0,7.3,40.6,59.4,99.5,82.0,96.9,89.6,95.2,23.5,0.1,5.887735218838026,18.58745720984178,0.6034325265255759,148.86,,,,,,,,,28.0,4.5,23.5,moderado
Vaupes,2022,marzo,2022-03-01,11.3,58.9,0.3,36.1,6.4,34.7,2.3,86.9,47.1,7.3,7.2,7.0,6.2,6.9,6.0,19.8,0.0,7.6,4.4,1.2,67.0,83.0,8.3,91.3,63.8,34.9,1.3,66.5,33.5,91.4,0.0,29.4,26.0,28.8,0.1,8.6,10.54892103620087,24.91542321080452,0.6106571541068806,137.87,,,,,,,,,36.5,8.7,27.8,severo
Vichada,2022,marzo,2022-03-01,25.0,75.3,0.2,35.8,20.9,39.7,19.0,95.2,75.4,7.5,7.4,7.4,6.8,7.1,6.8,29.1,0.3,16.0,8.5,11.7,34.4,26.6,67.6,94.2,51.1,46.9,2.0,85.8,14.2,45.1,0.0,36.8,2.0,32.8,0.4,51.9,2.672167159375088,28.82329998535421,0.4547597965762319,137.87,,,,,,,,,30.7,9.2,21.5,severo
Amazonas,2022,abril,2022-04-01,8.7,49.5,2.3,6.4,5.3,41.7,5.3,83.6,27.9,8.5,8.3,7.7,7.9,8.2,7.5,20.1,0.3,20.3,7.6,7.9,43.7,61.3,23.3,84.5,43.9,52.2,3.9,54.6,45.4,83.2,0.0,43.3,42.3,53.3,0.4,13.6,12.63071494439366,25.33963456770083,0.4281337682962129,141.47,,,,,,,,,18.6,3.4,15.2,moderado
Antioquia,2022,abril,2022-04-01,7.0,39.9,0.4,14.0,1.5,22.9,6.3,66.0,10.7,8.2,7.9,8.0,7.4,7.6,7.1,37.7,3.4,45.3,10.0,1.4,2.2,4.8,19.8,24.7,34.4,54.6,11.0,48.7,51.3,99.9,64.5,93.1,80.9,91.6,24.2,0.0,12.04887564567462,21.97246945252292,0.6233172660449737,145.44,,,,,,,,,20.9,3.3,17.6,moderado
Arauca,2022,abril,2022-04-01,7.6,60.4,0.2,13.7,3.9,24.3,15.4,93.4,22.6,8.0,7.9,7.4,7.0,7.4,6.8,34.3,0.8,32.2,20.4,11.5,0.8,30.3,22.6,52.9,48.0,49.6,2.4,74.5,25.5,99.5,12.6,73.0,54.9,64.4,1.4,0.4,7.288914256577923,27.64273652816069,0.5441893251787888,141.47,,,,,,,,,39.3,11.0,28.3,severo
Atlantico,2022,abril,2022-04-01,7.0,28.1,1.5,11.2,1.8,30.2,9.1,75.9,10.2,8.0,8.1,7.1,6.9,7.5,6.6,45.7,2.3,31.4,16.4,3.9,0.3,3.5,28.0,31.5,52.9,40.6,6.5,56.9,43.1,99.9,93.1,97.7,87.0,96.0,26.4,0.1,3.967115672093662,28.653010522765,0.6052195320054217,142.94,,,,,,,,,46.1,8.3,37.8,severo
Bogotá,2022,abril,2022-04-01,1.8,21.7,4.3,12.1,1.3,18.8,13.1,54.2,3.8,7.8,7.7,6.4,6.8,7.1,6.6,31.2,7.5,52.7,6.7,1.0,1.0,1.4,9.8,11.2,28.5,56.8,14.7,32.3,67.7,100.0,93.5,99.6,99.1,99.6,41.1,0.0,8.885809213627342,18.11039080587278,0.5985936097003393,146.05,,,,,,,,,25.4,4.2,21.2,moderado
Bolivar,2022,abril,2022-04-01,12.4,45.8,0.3,12.1,3.0,28.9,5.5,83.7,19.4,8.3,8.2,7.7,7.6,7.8,7.2,35.6,1.2,25.7,16.3,15.0,6.3,14.3,44.8,59.1,61.7,32.9,5.4,66.9,33.1,98.5,67.2,86.1,50.8,75.7,8.8,1.0,8.077240178419322,26.5464670321085,0.6539646561993604,142.42,,,,,,,,,32.6,5.1,27.5,moderado
Boyaca,2022,abril,2022-04-01,6.3,48.3,2.0,16.0,2.0,23.0,5.2,77.5,9.6,7.5,7.2,7.3,6.7,6.8,6.0,36.8,4.1,38.4,15.6,2.6,2.5,2.8,21.2,24.0,36.8,59.3,3.9,43.4,56.6,99.4,63.3,89.5,65.6,67.1,2.3,0.3,7.623577588959789,16.56112590750898,0.5932377422609949,145.32,,,,,,,,,20.7,2.1,18.6,moderado
Caldas,2022,abril,2022-04-01,7.4,45.8,1.5,18.2,1.3,20.7,6.3,68.4,10.5,8.4,8.1,8.3,7.9,7.9,7.3,34.9,6.5,40.7,15.3,1.6,1.0,2.9,18.6,21.4,32.2,56.2,11.6,33.4,66.6,99.8,70.6,92.1,83.6,86.6,20.4,0.1,11.82593546799429,18.65259331127942,0.6636468426748927,147.03,,,,,,,,,14.6,2.5,12.1,leve
Caqueta,2022,abril,2022-04-01,11.1,58.0,1.7,11.4,4.7,30.6,6.3,89.2,19.6,8.1,7.8,7.5,7.1,7.1,6.5,28.5,1.9,37.2,24.7,7.2,0.4,24.3,22.9,47.2,39.7,57.2,3.1,69.1,30.9,97.4,46.4,80.6,64.1,74.9,2.4,2.2,8.864779893327611,24.22508456288224,0.5922005926961061,153.31,,,,,,,,,27.2,3.2,24.0,moderado
Casanare,2022,abril,2022-04-01,5.5,45.8,1.1,11.9,3.3,26.8,8.7,80.0,13.3,8.2,7.6,7.1,6.9,6.9,6.3,37.9,2.1,42.1,14.3,3.1,0.7,7.2,24.2,31.4,47.3,48.8,3.9,46.5,53.5,97.2,83.8,82.2,70.8,78.5,1.5,1.7,8.328284619111303,27.04394960371301,0.5787111575716519,141.47,,,,,,,,,28.2,4.3,23.9,moderado
Cauca,2022,abril,2022-04-01,9.5,59.9,3.1,14.7,2.8,22.5,5.3,88.9,18.3,7.5,7.3,6.8,6.6,6.7,5.9,37.4,1.8,19.9,23.3,9.3,8.4,12.4,37.8,50.2,50.6,46.4,3.0,58.3,41.7,97.3,26.5,74.8,40.5,42.6,4.8,2.3,8.384084348836089,17.97170698247665,0.6749266094014319,156.76,,,,,,,,,22.3,2.8,19.5,moderado
Cesar,2022,abril,2022-04-01,14.0,45.5,0.4,9.9,4.4,32.9,9.8,84.6,19.1,7.9,7.8,6.7,6.7,7.1,6.3,31.7,1.8,38.0,18.4,5.9,4.1,7.9,38.6,46.5,65.4,31.5,3.1,70.5,29.5,98.2,68.5,87.8,74.1,78.1,9.3,1.6,7.534735010997025,26.18369958062379,0.69829410289958,145.79,,,,,,,,,41.1,9.4,31.7,severo
Choco,2022,abril,2022-04-01,21.9,58.9,2.2,19.4,4.0,35.8,3.5,92.1,36.8,7.2,7.2,6.4,6.2,6.7,6.2,61.0,0.6,19.3,16.7,1.4,1.0,43.5,40.8,84.3,68.3,29.4,2.2,83.4,16.6,91.4,0.0,41.1,21.8,50.9,1.7,8.1,21.50134390503801,25.21091399202006,0.6191377474456463,141.47,,,,,,,,,43.2,10.4,32.8,severo
